sighting_id,vehicle_id,date,location_id,observed_driver,source
SIGHT_00645,VEH_0185,2023-09-15,LOC_0069,PERSON_00165,toll camera
SIGHT_00646,VEH_0186,2023-07-04,LOC_0076,PERSON_00003,parking record
SIGHT_00647,VEH_0187,2026-03-19,LOC_0083,PERSON_00016,patrol note
SIGHT_00648,VEH_0188,2023-03-07,LOC_0090,PERSON_00229,CCTV summary
SIGHT_00649,VEH_0189,2025-05-17,LOC_0097,PERSON_00289,parking record
SIGHT_00650,VEH_0190,2025-12-04,LOC_0104,PERSON_00042,CCTV summary
SIGHT_00651,VEH_0191,2022-10-28,LOC_0111,PERSON_00055,patrol note
SIGHT_00652,VEH_0192,2025-07-09,LOC_0118,PERSON_00068,toll camera
SIGHT_00653,VEH_0193,2025-01-09,LOC_0005,PERSON_00413,patrol note
SIGHT_00654,VEH_0194,2024-03-01,LOC_0012,PERSON_00094,parking record
SIGHT_00655,VEH_0195,2021-07-26,LOC_0019,PERSON_00107,parking record
SIGHT_00656,VEH_0196,2024-08-16,LOC_0026,PERSON_00362,patrol note
SIGHT_00657,VEH_0197,2025-06-15,LOC_0033,PERSON_00087,parking record
SIGHT_00658,VEH_0198,2024-12-05,LOC_0040,PERSON_00133,patrol note
SIGHT_00659,VEH_0199,2024-01-03,LOC_0047,PERSON_00146,patrol note
SIGHT_00660,VEH_0200,2023-05-28,LOC_0054,PERSON_00159,patrol note
SIGHT_00661,VEH_0201,2023-11-23,LOC_0061,PERSON_00211,toll camera
SIGHT_00662,VEH_0202,2024-12-22,LOC_0068,PERSON_00185,CCTV summary
SIGHT_00663,VEH_0203,2025-06-12,LOC_0075,PERSON_00198,CCTV summary
SIGHT_00664,VEH_0204,2025-10-28,LOC_0082,PERSON_00045,patrol note
SIGHT_00665,VEH_0205,2024-12-05,LOC_0089,PERSON_00335,patrol note
SIGHT_00666,VEH_0206,2024-11-23,LOC_0096,PERSON_00224,toll camera
SIGHT_00667,VEH_0207,2026-04-04,LOC_0103,PERSON_00237,parking record
SIGHT_00668,VEH_0208,2024-02-26,LOC_0110,PERSON_00250,CCTV summary
SIGHT_00669,VEH_0209,2023-11-18,LOC_0117,PERSON_00009,parking record
SIGHT_00670,VEH_0210,2024-04-16,LOC_0004,PERSON_00276,parking record
SIGHT_00671,VEH_0211,2022-07-13,LOC_0011,PERSON_00289,parking record
SIGHT_00672,VEH_0212,2022-10-17,LOC_0018,PERSON_00178,patrol note
SIGHT_00673,VEH_0213,2026-05-08,LOC_0025,PERSON_00133,patrol note
SIGHT_00674,VEH_0214,2024-02-26,LOC_0032,PERSON_00315,patrol note
SIGHT_00675,VEH_0215,2023-01-20,LOC_0039,PERSON_00328,CCTV summary
SIGHT_00676,VEH_0216,2023-02-17,LOC_0046,PERSON_00341,patrol note
SIGHT_00677,VEH_0217,2023-01-27,LOC_0053,PERSON_00257,toll camera
SIGHT_00678,VEH_0218,2023-08-05,LOC_0060,PERSON_00367,toll camera
SIGHT_00679,VEH_0219,2022-08-17,LOC_0067,PERSON_00380,parking record
SIGHT_00680,VEH_0220,2026-05-21,LOC_0074,PERSON_00311,parking record
SIGHT_00681,VEH_0221,2024-02-26,LOC_0081,PERSON_00381,patrol note
SIGHT_00682,VEH_0222,2025-11-03,LOC_0088,PERSON_00406,CCTV summary
SIGHT_00683,VEH_0223,2025-10-12,LOC_0095,PERSON_00419,patrol note
SIGHT_00684,VEH_0224,2021-10-01,LOC_0102,PERSON_00432,parking record
SIGHT_00685,VEH_0225,2026-01-17,LOC_0109,PERSON_00055,parking record
SIGHT_00686,VEH_0226,2024-11-28,LOC_0116,PERSON_00008,toll camera
SIGHT_00687,VEH_0227,2024-12-01,LOC_0003,PERSON_00021,toll camera
SIGHT_00688,VEH_0228,2025-05-23,LOC_0010,PERSON_00444,CCTV summary
SIGHT_00689,VEH_0229,2021-06-24,LOC_0017,PERSON_00179,patrol note
SIGHT_00690,VEH_0230,2023-07-19,LOC_0024,PERSON_00047,toll camera
SIGHT_00691,VEH_0001,2023-02-16,LOC_0031,PERSON_00060,patrol note
SIGHT_00692,VEH_0002,2025-06-07,LOC_0038,PERSON_00073,patrol note
SIGHT_00693,VEH_0003,2022-07-15,LOC_0045,PERSON_00303,patrol note
SIGHT_00694,VEH_0004,2022-04-23,LOC_0052,PERSON_00099,patrol note
SIGHT_00695,VEH_0005,2022-09-17,LOC_0059,PERSON_00112,patrol note
SIGHT_00696,VEH_0006,2022-07-06,LOC_0066,PERSON_00127,toll camera
SIGHT_00697,VEH_0007,2025-10-04,LOC_0073,PERSON_00427,CCTV summary
SIGHT_00698,VEH_0008,2022-08-03,LOC_0080,PERSON_00138,toll camera
SIGHT_00699,VEH_0009,2026-02-09,LOC_0087,PERSON_00151,parking record
SIGHT_00700,VEH_0010,2025-09-02,LOC_0094,PERSON_00164,parking record
