txn_id,date,account_id,person_id,transaction_type,amount,counterparty,description
TXN_003513,2025-04-12,ACCT_00363,PERSON_00363,upi,1732,PERSON_00356,upi
TXN_003514,2024-11-30,ACCT_00364,PERSON_00364,salary,61592,PERSON_00393,salary
TXN_003515,2023-07-27,ACCT_00365,PERSON_00365,upi,6514,PERSON_00430,upi
TXN_003516,2022-11-28,ACCT_00366,PERSON_00366,transfer,178018,PERSON_00017,transfer
TXN_003517,2021-09-05,ACCT_00367,PERSON_00367,upi,7520,PERSON_00054,upi
TXN_003518,2026-02-07,ACCT_00368,PERSON_00368,fuel,5092,PERSON_00091,fuel
TXN_003519,2024-10-25,ACCT_00369,PERSON_00369,upi,6341,PERSON_00128,upi
TXN_003520,2026-02-14,ACCT_00370,PERSON_00370,customer,3128,PERSON_00165,customer
TXN_003521,2023-10-30,ACCT_00371,PERSON_00371,salary,27435,PERSON_00202,salary
TXN_003522,2022-05-10,ACCT_00372,PERSON_00372,salary,73946,PERSON_00239,salary
TXN_003523,2023-11-12,ACCT_00373,PERSON_00373,emi,28028,PERSON_00276,emi
TXN_003524,2024-09-02,ACCT_00374,PERSON_00374,grocery,3727,PERSON_00313,grocery
TXN_003525,2025-09-12,ACCT_00375,PERSON_00375,rent,21796,PERSON_00350,rent
TXN_003526,2023-02-03,ACCT_00376,PERSON_00376,supplier,68174,PERSON_00387,supplier
TXN_003527,2023-11-25,ACCT_00377,PERSON_00377,supplier,49974,PERSON_00424,supplier
TXN_003528,2025-03-06,ACCT_00378,PERSON_00378,supplier,80541,PERSON_00011,supplier
TXN_003529,2023-08-21,ACCT_00379,PERSON_00379,transfer,23994,PERSON_00048,transfer
TXN_003530,2025-11-17,ACCT_00380,PERSON_00380,transfer,214796,PERSON_00085,transfer
TXN_003531,2024-08-02,ACCT_00381,PERSON_00381,grocery,5083,PERSON_00122,grocery
TXN_003532,2025-01-21,ACCT_00382,PERSON_00382,upi,9028,PERSON_00159,upi
TXN_003533,2021-10-22,ACCT_00383,PERSON_00383,grocery,2150,PERSON_00196,grocery
TXN_003534,2024-12-21,ACCT_00384,PERSON_00384,rent,18931,PERSON_00233,rent
TXN_003535,2021-10-12,ACCT_00385,PERSON_00385,fuel,5603,PERSON_00270,fuel
TXN_003536,2024-05-13,ACCT_00386,PERSON_00386,salary,72553,PERSON_00307,salary
TXN_003537,2021-04-04,ACCT_00387,PERSON_00387,upi,5277,PERSON_00344,upi
TXN_003538,2024-06-13,ACCT_00388,PERSON_00388,grocery,2429,PERSON_00381,grocery
TXN_003539,2022-10-06,ACCT_00389,PERSON_00389,rent,14874,PERSON_00418,rent
TXN_003540,2023-03-22,ACCT_00390,PERSON_00390,salary,24937,PERSON_00005,salary
TXN_003541,2023-10-26,ACCT_00391,PERSON_00391,supplier,54770,PERSON_00042,supplier
TXN_003542,2024-08-14,ACCT_00392,PERSON_00392,supplier,13085,PERSON_00079,supplier
TXN_003543,2021-07-29,ACCT_00393,PERSON_00393,supplier,70983,PERSON_00116,supplier
TXN_003544,2022-02-23,ACCT_00394,PERSON_00394,salary,34715,PERSON_00153,salary
TXN_003545,2024-01-16,ACCT_00395,PERSON_00395,cash_deposit,196531,PERSON_00190,cash deposit
TXN_003546,2024-06-16,ACCT_00396,PERSON_00396,upi,10036,PERSON_00227,upi
TXN_003547,2024-03-01,ACCT_00397,PERSON_00397,upi,4260,PERSON_00264,upi
TXN_003548,2022-07-28,ACCT_00398,PERSON_00398,fuel,892,PERSON_00301,fuel
TXN_003549,2023-07-19,ACCT_00399,PERSON_00399,upi,8400,PERSON_00338,upi
TXN_003550,2025-09-09,ACCT_00400,PERSON_00400,fuel,5589,PERSON_00375,fuel
TXN_003551,2024-01-28,ACCT_00401,PERSON_00401,utility,3839,PERSON_00412,utility
TXN_003552,2022-12-23,ACCT_00402,PERSON_00402,utility,1813,PERSON_00449,utility
TXN_003553,2024-07-17,ACCT_00403,PERSON_00403,upi,2557,PERSON_00036,upi
TXN_003554,2023-02-09,ACCT_00404,PERSON_00404,emi,17199,PERSON_00073,emi
TXN_003555,2022-12-16,ACCT_00405,PERSON_00405,grocery,3191,PERSON_00110,grocery
TXN_003556,2025-12-16,ACCT_00406,PERSON_00406,customer,114765,PERSON_00147,customer
TXN_003557,2026-02-20,ACCT_00407,PERSON_00407,salary,49999,PERSON_00184,salary
TXN_003558,2024-08-29,ACCT_00408,PERSON_00408,salary,28458,PERSON_00221,salary
TXN_003559,2021-04-09,ACCT_00409,PERSON_00409,fuel,2628,PERSON_00258,fuel
TXN_003560,2021-07-19,ACCT_00410,PERSON_00410,fuel,1889,PERSON_00295,fuel
TXN_003561,2024-02-28,ACCT_00411,PERSON_00411,salary,47455,PERSON_00332,salary
TXN_003562,2025-06-05,ACCT_00412,PERSON_00412,grocery,455,PERSON_00369,grocery
TXN_003563,2021-12-25,ACCT_00413,PERSON_00413,fuel,5366,PERSON_00406,fuel
TXN_003564,2021-08-31,ACCT_00414,PERSON_00414,transfer,81006,PERSON_00443,transfer
TXN_003565,2021-02-01,ACCT_00415,PERSON_00415,transfer,47065,PERSON_00030,transfer
TXN_003566,2021-01-02,ACCT_00416,PERSON_00416,upi,4326,PERSON_00067,upi
TXN_003567,2024-12-17,ACCT_00417,PERSON_00417,customer,12169,PERSON_00104,customer
TXN_003568,2021-03-27,ACCT_00418,PERSON_00418,upi,4819,PERSON_00141,upi
TXN_003569,2024-06-23,ACCT_00419,PERSON_00419,emi,30259,PERSON_00178,emi
TXN_003570,2024-12-26,ACCT_00420,PERSON_00420,emi,16646,PERSON_00215,emi
TXN_003571,2023-02-11,ACCT_00421,PERSON_00421,supplier,25875,PERSON_00252,supplier
TXN_003572,2022-09-25,ACCT_00422,PERSON_00422,rent,14662,PERSON_00289,rent
TXN_003573,2025-07-11,ACCT_00423,PERSON_00423,supplier,18370,PERSON_00326,supplier
TXN_003574,2021-10-06,ACCT_00424,PERSON_00424,grocery,3540,PERSON_00363,grocery
TXN_003575,2021-11-26,ACCT_00425,PERSON_00425,transfer,6639,PERSON_00400,transfer
TXN_003576,2021-10-28,ACCT_00426,PERSON_00426,upi,5870,PERSON_00437,upi
TXN_003577,2025-02-01,ACCT_00427,PERSON_00427,salary,47266,PERSON_00024,salary
TXN_003578,2021-06-15,ACCT_00428,PERSON_00428,grocery,4422,PERSON_00061,grocery
TXN_003579,2024-09-04,ACCT_00429,PERSON_00429,supplier,6383,PERSON_00098,supplier
TXN_003580,2022-07-13,ACCT_00430,PERSON_00430,supplier,30342,PERSON_00135,supplier
TXN_003581,2024-05-15,ACCT_00431,PERSON_00431,upi,10235,PERSON_00172,upi
TXN_003582,2024-12-19,ACCT_00432,PERSON_00432,salary,47358,PERSON_00209,salary
TXN_003583,2025-02-17,ACCT_00433,PERSON_00433,supplier,32331,PERSON_00246,supplier
TXN_003584,2024-04-23,ACCT_00434,PERSON_00434,customer,119140,PERSON_00283,customer
TXN_003585,2022-05-03,ACCT_00435,PERSON_00435,fuel,3902,PERSON_00320,fuel
TXN_003586,2021-06-27,ACCT_00436,PERSON_00436,upi,184008,PERSON_00357,upi
TXN_003587,2022-11-19,ACCT_00437,PERSON_00437,transfer,75317,PERSON_00394,transfer
TXN_003588,2025-05-24,ACCT_00438,PERSON_00438,supplier,51935,PERSON_00431,supplier
TXN_003589,2023-08-27,ACCT_00439,PERSON_00439,fuel,5107,PERSON_00018,fuel
TXN_003590,2021-06-17,ACCT_00440,PERSON_00440,transfer,50752,PERSON_00055,transfer
TXN_003591,2023-04-27,ACCT_00441,PERSON_00441,transfer,40612,PERSON_00092,transfer
TXN_003592,2022-10-06,ACCT_00442,PERSON_00442,utility,2724,PERSON_00129,utility
TXN_003593,2023-08-11,ACCT_00443,PERSON_00443,grocery,2833,PERSON_00166,grocery
TXN_003594,2021-01-17,ACCT_00444,PERSON_00444,emi,7836,PERSON_00203,emi
TXN_003595,2023-12-30,ACCT_00445,PERSON_00445,fuel,3377,PERSON_00240,fuel
TXN_003596,2023-05-23,ACCT_00446,PERSON_00446,salary,65966,PERSON_00277,salary
TXN_003597,2022-11-05,ACCT_00447,PERSON_00447,emi,21681,PERSON_00314,emi
TXN_003598,2024-06-04,ACCT_00448,PERSON_00448,transfer,49320,PERSON_00351,transfer
TXN_003599,2024-08-30,ACCT_00449,PERSON_00449,customer,4084,PERSON_00388,customer
TXN_003600,2025-01-02,ACCT_00450,PERSON_00450,transfer,52844,PERSON_00425,transfer
TXN_003601,2022-08-23,ACCT_00001,PERSON_00001,transfer,39165,PERSON_00012,transfer
TXN_003602,2024-01-15,ACCT_00002,PERSON_00002,fuel,2850,PERSON_00049,fuel
TXN_003603,2022-09-15,ACCT_00003,PERSON_00003,salary,74443,PERSON_00086,salary
TXN_003604,2023-09-13,ACCT_00004,PERSON_00004,salary,60709,PERSON_00123,salary
TXN_003605,2024-12-08,ACCT_00005,PERSON_00005,upi,2462,PERSON_00160,upi
TXN_003606,2021-11-29,ACCT_00006,PERSON_00006,upi,100901,PERSON_00197,upi
TXN_003607,2025-02-24,ACCT_00007,PERSON_00007,upi,5198,PERSON_00234,upi
TXN_003608,2026-05-29,ACCT_00008,PERSON_00008,customer,119164,PERSON_00271,customer
TXN_003609,2021-09-22,ACCT_00009,PERSON_00009,fuel,5439,PERSON_00308,fuel
TXN_003610,2025-12-26,ACCT_00010,PERSON_00010,rent,17383,PERSON_00345,rent
TXN_003611,2023-05-18,ACCT_00011,PERSON_00011,rent,7970,PERSON_00382,rent
TXN_003612,2022-01-31,ACCT_00012,PERSON_00012,upi,173972,PERSON_00419,upi
TXN_003613,2021-07-28,ACCT_00013,PERSON_00013,salary,20117,PERSON_00006,salary
TXN_003614,2021-06-05,ACCT_00014,PERSON_00014,upi,90240,PERSON_00043,upi
TXN_003615,2021-06-23,ACCT_00015,PERSON_00015,upi,10891,PERSON_00080,upi
TXN_003616,2024-06-24,ACCT_00016,PERSON_00016,rent,15478,PERSON_00117,rent
TXN_003617,2023-09-25,ACCT_00017,PERSON_00017,utility,3782,PERSON_00154,utility
TXN_003618,2025-07-21,ACCT_00018,PERSON_00018,grocery,4655,PERSON_00191,grocery
TXN_003619,2024-10-22,ACCT_00019,PERSON_00019,upi,4215,PERSON_00228,upi
TXN_003620,2024-03-22,ACCT_00020,PERSON_00020,salary,51834,PERSON_00265,salary
TXN_003621,2021-08-01,ACCT_00021,PERSON_00021,upi,126256,PERSON_00302,upi
TXN_003622,2022-12-19,ACCT_00022,PERSON_00022,supplier,27196,PERSON_00339,supplier
TXN_003623,2022-05-27,ACCT_00023,PERSON_00023,salary,47199,PERSON_00376,salary
TXN_003624,2021-11-15,ACCT_00024,PERSON_00024,transfer,28112,PERSON_00413,transfer
TXN_003625,2025-07-18,ACCT_00025,PERSON_00025,upi,687,PERSON_00450,upi
TXN_003626,2021-03-22,ACCT_00026,PERSON_00026,upi,6151,PERSON_00037,upi
TXN_003627,2022-01-22,ACCT_00027,PERSON_00027,upi,2511,PERSON_00074,upi
TXN_003628,2021-04-24,ACCT_00028,PERSON_00028,emi,11081,PERSON_00111,emi
TXN_003629,2026-04-19,ACCT_00029,PERSON_00029,salary,33314,PERSON_00148,salary
TXN_003630,2021-03-23,ACCT_00030,PERSON_00030,supplier,58478,PERSON_00185,supplier
TXN_003631,2025-02-16,ACCT_00031,PERSON_00031,fuel,2951,PERSON_00222,fuel
TXN_003632,2022-08-26,ACCT_00032,PERSON_00032,utility,3249,PERSON_00259,utility
TXN_003633,2021-08-17,ACCT_00033,PERSON_00033,upi,81241,PERSON_00296,upi
TXN_003634,2024-01-21,ACCT_00034,PERSON_00034,upi,6234,PERSON_00333,upi
TXN_003635,2026-03-06,ACCT_00035,PERSON_00035,cash_deposit,128351,PERSON_00370,cash deposit
TXN_003636,2024-05-23,ACCT_00036,PERSON_00036,upi,844,PERSON_00407,upi
TXN_003637,2023-04-19,ACCT_00037,PERSON_00037,cash_deposit,130436,PERSON_00444,cash deposit
TXN_003638,2025-09-20,ACCT_00038,PERSON_00038,transfer,211773,PERSON_00031,transfer
TXN_003639,2024-08-15,ACCT_00039,PERSON_00039,grocery,4846,PERSON_00068,grocery
TXN_003640,2022-10-14,ACCT_00040,PERSON_00040,emi,24291,PERSON_00105,emi
TXN_003641,2023-01-07,ACCT_00041,PERSON_00041,emi,14555,PERSON_00142,emi
TXN_003642,2025-01-14,ACCT_00042,PERSON_00042,grocery,6399,PERSON_00179,grocery
TXN_003643,2024-05-03,ACCT_00043,PERSON_00043,customer,91569,PERSON_00216,customer
TXN_003644,2024-10-19,ACCT_00044,PERSON_00044,emi,4489,PERSON_00253,emi
TXN_003645,2021-10-21,ACCT_00045,PERSON_00045,upi,113806,PERSON_00290,upi
TXN_003646,2021-05-04,ACCT_00046,PERSON_00046,supplier,52039,PERSON_00327,supplier
TXN_003647,2021-03-30,ACCT_00047,PERSON_00047,transfer,24297,PERSON_00364,transfer
TXN_003648,2022-03-06,ACCT_00048,PERSON_00048,upi,193277,PERSON_00401,upi
TXN_003649,2021-02-06,ACCT_00049,PERSON_00049,utility,1748,PERSON_00438,utility
TXN_003650,2024-06-23,ACCT_00050,PERSON_00050,upi,7380,PERSON_00025,upi
TXN_003651,2023-09-04,ACCT_00051,PERSON_00051,transfer,84191,PERSON_00062,transfer
TXN_003652,2024-06-27,ACCT_00052,PERSON_00052,upi,179634,PERSON_00099,upi
TXN_003653,2022-09-10,ACCT_00053,PERSON_00053,rent,19549,PERSON_00136,rent
TXN_003654,2022-11-02,ACCT_00054,PERSON_00054,cash_deposit,107671,PERSON_00173,cash deposit
TXN_003655,2022-02-17,ACCT_00055,PERSON_00055,utility,6749,PERSON_00210,utility
TXN_003656,2024-05-30,ACCT_00056,PERSON_00056,customer,55561,PERSON_00247,customer
TXN_003657,2026-02-20,ACCT_00057,PERSON_00057,emi,21837,PERSON_00284,emi
TXN_003658,2024-10-22,ACCT_00058,PERSON_00058,upi,130883,PERSON_00321,upi
TXN_003659,2026-01-17,ACCT_00059,PERSON_00059,cash_deposit,135258,PERSON_00358,cash deposit
TXN_003660,2024-09-11,ACCT_00060,PERSON_00060,transfer,204066,PERSON_00395,transfer
TXN_003661,2021-07-27,ACCT_00061,PERSON_00061,fuel,2129,PERSON_00432,fuel
TXN_003662,2024-05-03,ACCT_00062,PERSON_00062,salary,59985,PERSON_00019,salary
TXN_003663,2023-06-21,ACCT_00063,PERSON_00063,customer,40067,PERSON_00056,customer
TXN_003664,2023-09-08,ACCT_00064,PERSON_00064,grocery,5701,PERSON_00093,grocery
TXN_003665,2025-02-20,ACCT_00065,PERSON_00065,emi,31278,PERSON_00130,emi
TXN_003666,2025-04-14,ACCT_00066,PERSON_00066,supplier,4518,PERSON_00167,supplier
TXN_003667,2022-04-21,ACCT_00067,PERSON_00067,upi,126572,PERSON_00204,upi
TXN_003668,2025-02-26,ACCT_00068,PERSON_00068,upi,866,PERSON_00241,upi
TXN_003669,2024-03-01,ACCT_00069,PERSON_00069,upi,1377,PERSON_00278,upi
TXN_003670,2025-02-01,ACCT_00070,PERSON_00070,upi,4562,PERSON_00315,upi
TXN_003671,2022-06-27,ACCT_00071,PERSON_00071,upi,9607,PERSON_00352,upi
TXN_003672,2025-03-17,ACCT_00072,PERSON_00072,transfer,72796,PERSON_00389,transfer
TXN_003673,2021-08-02,ACCT_00073,PERSON_00073,fuel,4733,PERSON_00426,fuel
TXN_003674,2026-06-20,ACCT_00074,PERSON_00074,emi,31283,PERSON_00013,emi
TXN_003675,2022-02-15,ACCT_00075,PERSON_00075,grocery,4637,PERSON_00050,grocery
TXN_003676,2022-07-27,ACCT_00076,PERSON_00076,salary,29086,PERSON_00087,salary
TXN_003677,2025-07-06,ACCT_00077,PERSON_00077,upi,3739,PERSON_00124,upi
TXN_003678,2022-03-16,ACCT_00078,PERSON_00078,salary,32419,PERSON_00161,salary
TXN_003679,2023-05-18,ACCT_00079,PERSON_00079,upi,5234,PERSON_00198,upi
TXN_003680,2023-10-28,ACCT_00080,PERSON_00080,rent,7173,PERSON_00235,rent
TXN_003681,2023-03-17,ACCT_00081,PERSON_00081,upi,92141,PERSON_00272,upi
TXN_003682,2023-01-18,ACCT_00082,PERSON_00082,customer,64364,PERSON_00309,customer
TXN_003683,2022-07-16,ACCT_00083,PERSON_00083,fuel,4491,PERSON_00346,fuel
TXN_003684,2022-05-21,ACCT_00084,PERSON_00084,transfer,152149,PERSON_00383,transfer
TXN_003685,2024-03-31,ACCT_00085,PERSON_00085,grocery,4503,PERSON_00420,grocery
TXN_003686,2022-04-16,ACCT_00086,PERSON_00086,emi,19904,PERSON_00007,emi
TXN_003687,2024-01-20,ACCT_00087,PERSON_00087,emi,9740,PERSON_00044,emi
TXN_003688,2024-02-25,ACCT_00088,PERSON_00088,supplier,43910,PERSON_00081,supplier
TXN_003689,2024-12-24,ACCT_00089,PERSON_00089,salary,61544,PERSON_00118,salary
TXN_003690,2024-08-09,ACCT_00090,PERSON_00090,customer,58031,PERSON_00155,customer
TXN_003691,2021-03-07,ACCT_00091,PERSON_00091,upi,7883,PERSON_00192,upi
TXN_003692,2024-08-08,ACCT_00092,PERSON_00092,grocery,3737,PERSON_00229,grocery
TXN_003693,2026-04-28,ACCT_00093,PERSON_00093,fuel,2799,PERSON_00266,fuel
TXN_003694,2025-02-21,ACCT_00094,PERSON_00094,supplier,14250,PERSON_00303,supplier
TXN_003695,2025-05-28,ACCT_00095,PERSON_00095,upi,245181,PERSON_00340,upi
TXN_003696,2024-04-23,ACCT_00096,PERSON_00096,cash_deposit,106290,PERSON_00377,cash deposit
TXN_003697,2021-02-08,ACCT_00097,PERSON_00097,supplier,53562,PERSON_00414,supplier
TXN_003698,2023-03-21,ACCT_00098,PERSON_00098,supplier,55733,PERSON_00001,supplier
TXN_003699,2023-01-02,ACCT_00099,PERSON_00099,emi,5147,PERSON_00038,emi
TXN_003700,2021-04-05,ACCT_00100,PERSON_00100,upi,85888,PERSON_00075,upi
TXN_003701,2026-06-18,ACCT_00101,PERSON_00101,fuel,2129,PERSON_00112,fuel
TXN_003702,2026-01-23,ACCT_00102,PERSON_00102,rent,21338,PERSON_00149,rent
TXN_003703,2021-07-11,ACCT_00103,PERSON_00103,transfer,236973,PERSON_00186,transfer
TXN_003704,2026-06-14,ACCT_00104,PERSON_00104,upi,11493,PERSON_00223,upi
TXN_003705,2024-02-12,ACCT_00105,PERSON_00105,salary,68156,PERSON_00260,salary
TXN_003706,2025-05-29,ACCT_00106,PERSON_00106,upi,27648,PERSON_00297,upi
TXN_003707,2023-11-21,ACCT_00107,PERSON_00107,customer,68638,PERSON_00334,customer
TXN_003708,2024-03-03,ACCT_00108,PERSON_00108,customer,64658,PERSON_00371,customer
TXN_003709,2025-06-28,ACCT_00109,PERSON_00109,rent,9271,PERSON_00408,rent
TXN_003710,2021-04-24,ACCT_00110,PERSON_00110,upi,202703,PERSON_00445,upi
TXN_003711,2022-03-19,ACCT_00111,PERSON_00111,transfer,38138,PERSON_00032,transfer
TXN_003712,2024-01-30,ACCT_00112,PERSON_00112,cash_deposit,115256,PERSON_00069,cash deposit
TXN_003713,2024-09-27,ACCT_00113,PERSON_00113,cash_deposit,30985,PERSON_00106,cash deposit
TXN_003714,2023-12-31,ACCT_00114,PERSON_00114,emi,10826,PERSON_00143,emi
TXN_003715,2026-04-06,ACCT_00115,PERSON_00115,supplier,64408,PERSON_00180,supplier
TXN_003716,2023-12-05,ACCT_00116,PERSON_00116,salary,33370,PERSON_00217,salary
TXN_003717,2022-09-24,ACCT_00117,PERSON_00117,salary,49615,PERSON_00254,salary
TXN_003718,2023-08-25,ACCT_00118,PERSON_00118,upi,239810,PERSON_00291,upi
TXN_003719,2025-02-12,ACCT_00119,PERSON_00119,supplier,18382,PERSON_00328,supplier
TXN_003720,2024-08-26,ACCT_00120,PERSON_00120,utility,3344,PERSON_00365,utility
TXN_003721,2022-10-22,ACCT_00121,PERSON_00121,transfer,91584,PERSON_00402,transfer
TXN_003722,2023-10-08,ACCT_00122,PERSON_00122,cash_deposit,197066,PERSON_00439,cash deposit
TXN_003723,2022-06-01,ACCT_00123,PERSON_00123,grocery,3928,PERSON_00026,grocery
TXN_003724,2026-05-12,ACCT_00124,PERSON_00124,salary,33160,PERSON_00063,salary
TXN_003725,2024-08-05,ACCT_00125,PERSON_00125,upi,6904,PERSON_00100,upi
TXN_003726,2023-06-24,ACCT_00126,PERSON_00126,upi,169045,PERSON_00137,upi
TXN_003727,2022-08-21,ACCT_00127,PERSON_00127,rent,10385,PERSON_00174,rent
TXN_003728,2021-12-23,ACCT_00128,PERSON_00128,grocery,3605,PERSON_00211,grocery
TXN_003729,2025-10-01,ACCT_00129,PERSON_00129,fuel,4226,PERSON_00248,fuel
TXN_003730,2024-02-17,ACCT_00130,PERSON_00130,rent,7279,PERSON_00285,rent
TXN_003731,2024-07-01,ACCT_00131,PERSON_00131,salary,50841,PERSON_00322,salary
TXN_003732,2025-06-29,ACCT_00132,PERSON_00132,supplier,52285,PERSON_00359,supplier
TXN_003733,2021-04-17,ACCT_00133,PERSON_00133,cash_deposit,181422,PERSON_00396,cash deposit
TXN_003734,2023-02-19,ACCT_00134,PERSON_00134,upi,123922,PERSON_00433,upi
TXN_003735,2022-04-07,ACCT_00135,PERSON_00135,utility,3397,PERSON_00020,utility
TXN_003736,2024-05-08,ACCT_00136,PERSON_00136,customer,35122,PERSON_00057,customer
TXN_003737,2022-10-02,ACCT_00137,PERSON_00137,rent,8504,PERSON_00094,rent
TXN_003738,2023-01-17,ACCT_00138,PERSON_00138,emi,15179,PERSON_00131,emi
TXN_003739,2021-03-22,ACCT_00139,PERSON_00139,salary,41563,PERSON_00168,salary
TXN_003740,2025-06-09,ACCT_00140,PERSON_00140,rent,16475,PERSON_00205,rent
TXN_003741,2021-03-29,ACCT_00141,PERSON_00141,customer,66330,PERSON_00242,customer
TXN_003742,2021-03-26,ACCT_00142,PERSON_00142,salary,54333,PERSON_00279,salary
TXN_003743,2023-06-20,ACCT_00143,PERSON_00143,emi,30249,PERSON_00316,emi
TXN_003744,2022-04-28,ACCT_00144,PERSON_00144,upi,38158,PERSON_00353,upi
TXN_003745,2022-03-30,ACCT_00145,PERSON_00145,upi,5681,PERSON_00390,upi
TXN_003746,2021-11-11,ACCT_00146,PERSON_00146,transfer,13519,PERSON_00427,transfer
TXN_003747,2021-04-14,ACCT_00147,PERSON_00147,fuel,5682,PERSON_00014,fuel
TXN_003748,2026-01-02,ACCT_00148,PERSON_00148,utility,3936,PERSON_00051,utility
TXN_003749,2022-03-30,ACCT_00149,PERSON_00149,customer,11305,PERSON_00088,customer
TXN_003750,2026-05-19,ACCT_00150,PERSON_00150,transfer,35534,PERSON_00125,transfer
TXN_003751,2022-03-05,ACCT_00151,PERSON_00151,cash_deposit,76730,PERSON_00162,cash deposit
TXN_003752,2025-08-03,ACCT_00152,PERSON_00152,supplier,36164,PERSON_00199,supplier
TXN_003753,2021-01-08,ACCT_00153,PERSON_00153,rent,12521,PERSON_00236,rent
TXN_003754,2021-02-26,ACCT_00154,PERSON_00154,grocery,4424,PERSON_00273,grocery
TXN_003755,2021-12-29,ACCT_00155,PERSON_00155,cash_deposit,227423,PERSON_00310,cash deposit
TXN_003756,2024-06-17,ACCT_00156,PERSON_00156,grocery,1783,PERSON_00347,grocery
TXN_003757,2024-09-15,ACCT_00157,PERSON_00157,transfer,39511,PERSON_00384,transfer
TXN_003758,2023-03-01,ACCT_00158,PERSON_00158,upi,5121,PERSON_00421,upi
TXN_003759,2023-02-25,ACCT_00159,PERSON_00159,fuel,2159,PERSON_00008,fuel
TXN_003760,2025-03-23,ACCT_00160,PERSON_00160,upi,168007,PERSON_00045,upi
TXN_003761,2022-10-01,ACCT_00161,PERSON_00161,upi,183835,PERSON_00082,upi
TXN_003762,2025-05-24,ACCT_00162,PERSON_00162,utility,6964,PERSON_00119,utility
TXN_003763,2026-04-07,ACCT_00163,PERSON_00163,grocery,4797,PERSON_00156,grocery
TXN_003764,2021-01-09,ACCT_00164,PERSON_00164,customer,70544,PERSON_00193,customer
TXN_003765,2024-05-14,ACCT_00165,PERSON_00165,fuel,4043,PERSON_00230,fuel
TXN_003766,2021-09-16,ACCT_00166,PERSON_00166,upi,132321,PERSON_00267,upi
TXN_003767,2024-09-06,ACCT_00167,PERSON_00167,fuel,1184,PERSON_00304,fuel
TXN_003768,2022-11-13,ACCT_00168,PERSON_00168,customer,14497,PERSON_00341,customer
TXN_003769,2024-04-04,ACCT_00169,PERSON_00169,rent,9236,PERSON_00378,rent
TXN_003770,2025-07-03,ACCT_00170,PERSON_00170,utility,4622,PERSON_00415,utility
TXN_003771,2024-12-15,ACCT_00171,PERSON_00171,grocery,1009,PERSON_00002,grocery
TXN_003772,2025-07-13,ACCT_00172,PERSON_00172,grocery,1532,PERSON_00039,grocery
TXN_003773,2021-05-08,ACCT_00173,PERSON_00173,supplier,59675,PERSON_00076,supplier
TXN_003774,2022-03-11,ACCT_00174,PERSON_00174,customer,24445,PERSON_00113,customer
TXN_003775,2023-07-22,ACCT_00175,PERSON_00175,salary,72984,PERSON_00150,salary
TXN_003776,2026-06-26,ACCT_00176,PERSON_00176,fuel,1168,PERSON_00187,fuel
TXN_003777,2025-05-28,ACCT_00177,PERSON_00177,rent,9754,PERSON_00224,rent
TXN_003778,2025-01-28,ACCT_00178,PERSON_00178,upi,7264,PERSON_00261,upi
TXN_003779,2022-03-31,ACCT_00179,PERSON_00179,emi,19175,PERSON_00298,emi
TXN_003780,2023-12-06,ACCT_00180,PERSON_00180,cash_deposit,81144,PERSON_00335,cash deposit
TXN_003781,2023-12-24,ACCT_00181,PERSON_00181,transfer,32714,PERSON_00372,transfer
TXN_003782,2024-09-03,ACCT_00182,PERSON_00182,grocery,4263,PERSON_00409,grocery
TXN_003783,2022-05-06,ACCT_00183,PERSON_00183,upi,3794,PERSON_00446,upi
TXN_003784,2021-03-14,ACCT_00184,PERSON_00184,upi,95531,PERSON_00033,upi
TXN_003785,2022-08-06,ACCT_00185,PERSON_00185,customer,35792,PERSON_00070,customer
TXN_003786,2024-04-13,ACCT_00186,PERSON_00186,grocery,2909,PERSON_00107,grocery
TXN_003787,2025-09-05,ACCT_00187,PERSON_00187,upi,9921,PERSON_00144,upi
TXN_003788,2024-11-24,ACCT_00188,PERSON_00188,rent,13067,PERSON_00181,rent
TXN_003789,2024-11-18,ACCT_00189,PERSON_00189,customer,105917,PERSON_00218,customer
TXN_003790,2024-04-19,ACCT_00190,PERSON_00190,upi,1100,PERSON_00255,upi
TXN_003791,2023-09-13,ACCT_00191,PERSON_00191,upi,186675,PERSON_00292,upi
TXN_003792,2024-11-04,ACCT_00192,PERSON_00192,fuel,5384,PERSON_00329,fuel
TXN_003793,2023-11-27,ACCT_00193,PERSON_00193,customer,7762,PERSON_00366,customer
TXN_003794,2026-04-02,ACCT_00194,PERSON_00194,supplier,36389,PERSON_00403,supplier
TXN_003795,2022-09-25,ACCT_00195,PERSON_00195,customer,106886,PERSON_00440,customer
TXN_003796,2025-03-31,ACCT_00196,PERSON_00196,customer,5968,PERSON_00027,customer
TXN_003797,2022-12-15,ACCT_00197,PERSON_00197,salary,50877,PERSON_00064,salary
TXN_003798,2024-10-30,ACCT_00198,PERSON_00198,rent,21641,PERSON_00101,rent
TXN_003799,2022-04-06,ACCT_00199,PERSON_00199,emi,14787,PERSON_00138,emi
TXN_003800,2025-12-31,ACCT_00200,PERSON_00200,transfer,36672,PERSON_00175,transfer
TXN_003801,2023-01-04,ACCT_00201,PERSON_00201,rent,17157,PERSON_00212,rent
TXN_003802,2024-10-12,ACCT_00202,PERSON_00202,supplier,5452,PERSON_00249,supplier
